record_date,branch_name,total_patient_tally,item_name,beginning_stock,quantity_used,stock_received,ending_stock,animal_bite_cases,vaccinations_administered,minimum_stock_level
06/03/2026,Cainta,81,ERIG,5.6,3.2,0.0,2.4,34,32,50
06/03/2026,Cainta,81,HRIG,22.8,1.6,0.0,21.2,26,31,50
06/03/2026,Cainta,81,"ATS 1,500 ""IU""",57.4,1.6,0.0,55.8,31,27,50
06/03/2026,Cainta,81,"ATS 3000 ""IU""",121.7,1.6,0.0,120.1,33,30,50
06/03/2026,Cainta,81,"ATS 5,000 ""IU""",8.0,1.6,0.0,6.4,40,49,50
06/03/2026,Cainta,81,HTIG,15.9,0.8,0.0,15.1,50,44,50
06/03/2026,Cainta,81,TOXOID BETT,2265.9,8.8,0.0,2257.1,52,50,50
06/03/2026,Cainta,81,TOXOID ABHAYTOX,210.2,1.6,0.0,208.6,41,55,50
06/03/2026,Cainta,81,PPD,19.9,0.4,0.0,19.5,43,53,50
06/03/2026,Cainta,81,HEPA B,30.5,1.6,0.0,28.9,31,42,50
06/03/2026,Cainta,81,HEPA BIG,13.7,1.6,0.0,12.1,48,64,50
06/03/2026,Cainta,81,FLU,14.2,0.8,0.0,13.4,27,27,50
06/03/2026,Cainta,81,AMOXICILLIN 500MG,1569.3,26.9,224.2,1766.6,24,28,140
06/03/2026,Cainta,81,CEFALEXIN 500 MG,4927.6,14.9,0.0,4912.7,52,53,100
06/03/2026,Cainta,81,MEFENAMIC 500 MG,3199.3,20.4,0.0,3178.9,48,58,120
06/03/2026,Cainta,81,INSULIN,1115.4,17.9,0.0,1097.5,30,30,150
06/03/2026,Cainta,81,1CC/3CC,1520.0,8.7,0.0,1511.3,42,34,50
06/03/2026,Cainta,81,5CC/10CC,1997.3,7.9,184.4,2173.8,35,30,50
06/03/2026,Cainta,81,CETIRIZINE,3686.4,16.3,0.0,3670.1,31,39,100
06/03/2026,Cainta,81,G23,1023.0,4.0,0.0,1019.0,30,26,50
06/03/2026,Cainta,81,G27,1202.6,4.2,0.0,1198.4,25,29,50
06/03/2026,Cainta,81,GAUZE PAD,224.7,7.0,0.0,217.7,38,50,50
06/03/2026,Cainta,81,COTTON BALLS,2709.6,40.4,0.0,2669.2,35,44,240
06/03/2026,Cainta,81,BETADINE,4.7,0.4,0.0,4.3,37,39,50
06/03/2026,Cainta,81,ALCOHOL,19.9,0.4,0.0,19.5,27,25,50
06/03/2026,Cainta,81,FACEMASK,539.9,19.3,0.0,520.6,51,69,100
06/03/2026,Cainta,81,GLOVES,1369.2,14.8,66.9,1421.3,41,47,100
06/03/2026,Cainta,81,MICROPRE,134.8,4.1,0.0,130.7,49,51,50
06/03/2026,Cainta,81,STERILE WATER,51.2,2.4,0.0,48.8,24,33,50
06/03/2026,Cainta,81,REF THERMOMETER,15.4,0.8,0.0,14.6,40,37,50
06/03/2026,Cainta,81,ACRYLIC CONTAINERS,64.5,1.6,0.0,62.9,48,51,50
06/03/2026,Cainta,81,COOLER,15.6,0.4,0.0,15.2,31,27,50
06/03/2026,Cainta,81,KIDNEY BASIN,29.6,1.6,0.0,28.0,27,24,50
06/03/2026,Cainta,81,WEIGHING SCALE,6.3,0.4,0.0,5.9,29,30,50
06/03/2026,Cainta,81,FORCEPS,6.7,1.6,0.0,5.1,29,35,50
06/03/2026,Cainta,81,BETADINE CONTAINER,9.9,0.8,0.0,9.1,35,35,50
06/03/2026,Cainta,81,ALCOHOL PUMP CONTAINER,4.3,0.8,0.0,3.5,31,38,50
07/03/2026,Cainta,14,SPEEDA,1506.2,2.2,0.0,1504.0,5,6,70
07/03/2026,Cainta,14,ABHAYRAB,278.3,0.7,0.0,277.6,7,9,50
07/03/2026,Cainta,14,VAXIRAB,146.3,0.6,0.0,145.7,4,3,50
07/03/2026,Cainta,14,CHIRORAB,9.8,0.7,0.0,9.1,5,6,50
07/03/2026,Cainta,14,ERIG,2.4,0.5,0.0,1.9,7,6,50
07/03/2026,Cainta,14,HRIG,21.2,0.3,0.0,20.9,4,5,50
07/03/2026,Cainta,14,"ATS 1,500 ""IU""",55.8,0.3,0.0,55.5,5,5,50
07/03/2026,Cainta,14,"ATS 3000 ""IU""",120.1,0.3,0.0,119.8,5,6,50
07/03/2026,Cainta,14,"ATS 5,000 ""IU""",6.4,0.3,0.0,6.1,4,4,50
07/03/2026,Cainta,14,HTIG,15.1,0.1,0.0,15.0,6,7,50
07/03/2026,Cainta,14,TOXOID BETT,2257.1,1.5,0.0,2255.6,4,4,50
07/03/2026,Cainta,14,TOXOID ABHAYTOX,208.6,0.3,0.0,208.3,5,5,50
07/03/2026,Cainta,14,PPD,19.5,0.1,0.0,19.4,9,11,50
07/03/2026,Cainta,14,HEPA B,28.9,0.3,0.0,28.6,9,9,50
07/03/2026,Cainta,14,HEPA BIG,12.1,0.3,0.0,11.8,5,6,50
07/03/2026,Cainta,14,FLU,13.4,0.1,0.0,13.3,5,6,50
07/03/2026,Cainta,14,AMOXICILLIN 500MG,1766.6,4.1,0.0,1762.5,6,7,140
07/03/2026,Cainta,14,CEFALEXIN 500 MG,4912.7,2.7,379.3,5289.3,8,10,100
07/03/2026,Cainta,14,MEFENAMIC 500 MG,3178.9,3.8,0.0,3175.1,8,10,120
07/03/2026,Cainta,14,INSULIN,1097.5,4.2,0.0,1093.3,4,5,150
07/03/2026,Cainta,14,1CC/3CC,1511.3,1.4,0.0,1509.9,4,3,50
07/03/2026,Cainta,14,5CC/10CC,2173.8,1.5,0.0,2172.3,6,7,50
07/03/2026,Cainta,14,CETIRIZINE,3670.1,3.5,0.0,3666.6,8,10,100
07/03/2026,Cainta,14,G23,1019.0,0.7,0.0,1018.3,8,7,50
07/03/2026,Cainta,14,G27,1198.4,0.7,0.0,1197.7,4,4,50
07/03/2026,Cainta,14,GAUZE PAD,217.7,1.4,0.0,216.3,7,7,50
07/03/2026,Cainta,14,COTTON BALLS,2669.2,6.0,143.5,2806.7,4,5,240
07/03/2026,Cainta,14,BETADINE,4.3,0.1,0.0,4.2,7,7,50
07/03/2026,Cainta,14,ALCOHOL,19.5,0.1,0.0,19.4,9,11,50
07/03/2026,Cainta,14,FACEMASK,520.6,2.6,0.0,518.0,6,7,100
07/03/2026,Cainta,14,GLOVES,1421.3,2.7,0.0,1418.6,4,5,100
07/03/2026,Cainta,14,MICROPRE,130.7,0.7,0.0,130.0,7,7,50
07/03/2026,Cainta,14,STERILE WATER,48.8,0.4,26.3,74.7,6,8,50
07/03/2026,Cainta,14,REF THERMOMETER,14.6,0.1,0.0,14.5,8,10,50
07/03/2026,Cainta,14,ACRYLIC CONTAINERS,62.9,0.3,0.0,62.6,5,4,50
07/03/2026,Cainta,14,COOLER,15.2,0.1,0.0,15.1,8,7,50
07/03/2026,Cainta,14,KIDNEY BASIN,28.0,0.3,6.5,34.2,5,5,50
07/03/2026,Cainta,14,WEIGHING SCALE,5.9,0.1,0.0,5.8,4,5,50
07/03/2026,Cainta,14,FORCEPS,5.1,0.3,0.0,4.8,5,5,50
07/03/2026,Cainta,14,BETADINE CONTAINER,9.1,0.1,0.0,9.0,4,3,50
07/03/2026,Cainta,14,ALCOHOL PUMP CONTAINER,3.5,0.1,0.0,3.4,5,4,50
08/03/2026,Cainta,30,SPEEDA,1504.0,4.8,0.0,1499.2,15,12,70
08/03/2026,Cainta,30,ABHAYRAB,277.6,1.5,0.0,276.1,9,9,50
08/03/2026,Cainta,30,VAXIRAB,145.7,1.5,0.0,144.2,9,12,50
08/03/2026,Cainta,30,CHIRORAB,9.1,1.6,0.0,7.5,9,10,50
08/03/2026,Cainta,30,ERIG,1.9,1.2,0.0,0.7,8,10,50
08/03/2026,Cainta,30,HRIG,20.9,0.6,0.0,20.3,18,15,50
08/03/2026,Cainta,30,"ATS 1,500 ""IU""",55.5,0.6,0.0,54.9,19,21,50
08/03/2026,Cainta,30,"ATS 3000 ""IU""",119.8,0.6,0.0,119.2,8,10,50
08/03/2026,Cainta,30,"ATS 5,000 ""IU""",6.1,0.6,0.0,5.5,17,20,50
08/03/2026,Cainta,30,HTIG,15.0,0.3,0.0,14.7,16,21,50
08/03/2026,Cainta,30,TOXOID BETT,2255.6,2.8,0.0,2252.8,19,18,50
08/03/2026,Cainta,30,TOXOID ABHAYTOX,208.3,0.6,0.0,207.7,12,13,50
08/03/2026,Cainta,30,PPD,19.4,0.1,0.0,19.3,11,13,50
08/03/2026,Cainta,30,HEPA B,28.6,0.6,0.0,28.0,13,12,50
08/03/2026,Cainta,30,HEPA BIG,11.8,0.6,0.0,11.2,18,23,50
08/03/2026,Cainta,30,FLU,13.3,0.3,0.0,13.0,16,16,50
08/03/2026,Cainta,30,AMOXICILLIN 500MG,1762.5,8.9,0.0,1753.6,13,11,140
08/03/2026,Cainta,30,CEFALEXIN 500 MG,5289.3,6.1,0.0,5283.2,10,13,100
08/03/2026,Cainta,30,MEFENAMIC 500 MG,3175.1,8.4,268.0,3434.7,16,20,120
08/03/2026,Cainta,30,INSULIN,1093.3,9.7,0.0,1083.6,18,24,150
08/03/2026,Cainta,30,1CC/3CC,1509.9,3.0,92.3,1599.2,12,16,50
08/03/2026,Cainta,30,5CC/10CC,2172.3,3.0,114.8,2284.1,16,15,50
08/03/2026,Cainta,30,CETIRIZINE,3666.6,6.3,0.0,3660.3,12,14,100
08/03/2026,Cainta,30,G23,1018.3,1.6,0.0,1016.7,13,18,50
08/03/2026,Cainta,30,G27,1197.7,1.5,0.0,1196.2,14,13,50
08/03/2026,Cainta,30,GAUZE PAD,216.3,2.9,0.0,213.4,17,18,50
08/03/2026,Cainta,30,COTTON BALLS,2806.7,12.3,0.0,2794.4,19,26,240
08/03/2026,Cainta,30,BETADINE,4.2,0.1,0.0,4.1,13,11,50
08/03/2026,Cainta,30,ALCOHOL,19.4,0.2,0.0,19.2,12,16,50
08/03/2026,Cainta,30,FACEMASK,518.0,6.4,133.3,644.9,12,13,100
08/03/2026,Cainta,30,GLOVES,1418.6,6.4,0.0,1412.2,9,12,100
08/03/2026,Cainta,30,MICROPRE,130.0,1.5,0.0,128.5,11,13,50
08/03/2026,Cainta,30,STERILE WATER,74.7,0.9,0.0,73.8,9,11,50
08/03/2026,Cainta,30,REF THERMOMETER,14.5,0.3,0.0,14.2,13,16,50
08/03/2026,Cainta,30,ACRYLIC CONTAINERS,62.6,0.6,0.0,62.0,10,8,50
08/03/2026,Cainta,30,COOLER,15.1,0.1,0.0,15.0,12,14,50
08/03/2026,Cainta,30,KIDNEY BASIN,34.2,0.6,11.5,45.1,17,23,50
08/03/2026,Cainta,30,WEIGHING SCALE,5.8,0.2,0.0,5.6,10,14,50
08/03/2026,Cainta,30,FORCEPS,4.8,0.6,0.0,4.2,15,21,50
08/03/2026,Cainta,30,BETADINE CONTAINER,9.0,0.3,0.0,8.7,18,21,50
08/03/2026,Cainta,30,ALCOHOL PUMP CONTAINER,3.4,0.3,0.0,3.1,14,17,50
09/03/2026,Cainta,22,SPEEDA,1499.2,3.3,146.3,1642.2,7,8,70
09/03/2026,Cainta,22,ABHAYRAB,276.1,1.2,0.0,274.9,9,10,50
09/03/2026,Cainta,22,VAXIRAB,144.2,1.1,0.0,143.1,11,13,50
09/03/2026,Cainta,22,CHIRORAB,7.5,1.1,0.0,6.4,10,8,50
09/03/2026,Cainta,22,ERIG,0.7,0.9,18.2,18.0,7,6,50
09/03/2026,Cainta,22,HRIG,20.3,0.4,0.0,19.9,9,11,50
09/03/2026,Cainta,22,"ATS 1,500 ""IU""",54.9,0.4,0.0,54.5,10,10,50
09/03/2026,Cainta,22,"ATS 3000 ""IU""",119.2,0.4,0.0,118.8,8,8,50
09/03/2026,Cainta,22,"ATS 5,000 ""IU""",5.5,0.4,0.0,5.1,11,10,50
09/03/2026,Cainta,22,HTIG,14.7,0.2,0.0,14.5,6,8,50
09/03/2026,Cainta,22,TOXOID BETT,2252.8,1.9,0.0,2250.9,8,11,50
09/03/2026,Cainta,22,TOXOID ABHAYTOX,207.7,0.4,0.0,207.3,13,15,50
09/03/2026,Cainta,22,PPD,19.3,0.1,7.5,26.7,8,11,50
09/03/2026,Cainta,22,HEPA B,28.0,0.4,0.0,27.6,11,15,50
09/03/2026,Cainta,22,HEPA BIG,11.2,0.4,0.0,10.8,9,8,50
09/03/2026,Cainta,22,FLU,13.0,0.2,0.0,12.8,8,7,50
09/03/2026,Cainta,22,AMOXICILLIN 500MG,1753.6,6.6,0.0,1747.0,14,13,140
09/03/2026,Cainta,22,CEFALEXIN 500 MG,5283.2,4.0,0.0,5279.2,9,8,100
09/03/2026,Cainta,22,MEFENAMIC 500 MG,3434.7,5.8,111.4,3540.3,8,9,120
09/03/2026,Cainta,22,INSULIN,1083.6,6.9,0.0,1076.7,14,14,150
09/03/2026,Cainta,22,1CC/3CC,1599.2,2.3,0.0,1596.9,12,16,50
09/03/2026,Cainta,22,5CC/10CC,2284.1,2.1,0.0,2282.0,11,13,50
09/03/2026,Cainta,22,CETIRIZINE,3660.3,4.4,0.0,3655.9,6,6,100
09/03/2026,Cainta,22,G23,1016.7,1.1,123.0,1138.6,7,10,50
09/03/2026,Cainta,22,G27,1196.2,1.1,0.0,1195.1,11,15,50
09/03/2026,Cainta,22,GAUZE PAD,213.4,2.3,0.0,211.1,7,9,50
09/03/2026,Cainta,22,COTTON BALLS,2794.4,12.1,0.0,2782.3,7,9,240
09/03/2026,Cainta,22,BETADINE,4.1,0.1,0.0,4.0,12,17,50
09/03/2026,Cainta,22,ALCOHOL,19.2,0.1,0.0,19.1,8,9,50
09/03/2026,Cainta,22,FACEMASK,644.9,5.2,0.0,639.7,6,8,100
09/03/2026,Cainta,22,GLOVES,1412.2,4.3,0.0,1407.9,6,5,100
09/03/2026,Cainta,22,MICROPRE,128.5,1.1,0.0,127.4,9,10,50
09/03/2026,Cainta,22,STERILE WATER,73.8,0.6,0.0,73.2,11,12,50
09/03/2026,Cainta,22,REF THERMOMETER,14.2,0.2,0.0,14.0,13,11,50
09/03/2026,Cainta,22,ACRYLIC CONTAINERS,62.0,0.4,0.0,61.6,6,5,50
09/03/2026,Cainta,22,COOLER,15.0,0.1,0.0,14.9,7,6,50
09/03/2026,Cainta,22,KIDNEY BASIN,45.1,0.4,0.0,44.7,10,10,50
09/03/2026,Cainta,22,WEIGHING SCALE,5.6,0.1,0.0,5.5,9,7,50
09/03/2026,Cainta,22,FORCEPS,4.2,0.4,0.0,3.8,10,11,50
09/03/2026,Cainta,22,BETADINE CONTAINER,8.7,0.2,0.0,8.5,14,18,50
09/03/2026,Cainta,22,ALCOHOL PUMP CONTAINER,3.1,0.2,0.0,2.9,10,12,50
10/03/2026,Cainta,6,SPEEDA,1642.2,0.8,0.0,1641.4,2,2,70
10/03/2026,Cainta,6,ABHAYRAB,274.9,0.3,0.0,274.6,4,3,50
10/03/2026,Cainta,6,VAXIRAB,143.1,0.3,0.0,142.8,2,3,50
10/03/2026,Cainta,6,CHIRORAB,6.4,0.3,0.0,6.1,4,4,50
10/03/2026,Cainta,6,ERIG,18.0,0.2,0.0,17.8,3,3,50
10/03/2026,Cainta,6,HRIG,19.9,0.1,0.0,19.8,3,3,50
10/03/2026,Cainta,6,"ATS 1,500 ""IU""",54.5,0.1,0.0,54.4,4,5,50
10/03/2026,Cainta,6,"ATS 3000 ""IU""",118.8,0.1,0.0,118.7,3,4,50
10/03/2026,Cainta,6,"ATS 5,000 ""IU""",5.1,0.1,28.5,33.5,3,4,50
10/03/2026,Cainta,6,HTIG,14.5,0.1,0.0,14.4,2,2,50
10/03/2026,Cainta,6,TOXOID BETT,2250.9,0.6,0.0,2250.3,3,3,50
10/03/2026,Cainta,6,TOXOID ABHAYTOX,207.3,0.1,0.0,207.2,3,4,50
10/03/2026,Cainta,6,PPD,26.7,0.0,0.0,26.7,2,2,50
10/03/2026,Cainta,6,HEPA B,27.6,0.1,0.0,27.5,3,3,50
10/03/2026,Cainta,6,HEPA BIG,10.8,0.1,0.0,10.7,3,4,50
10/03/2026,Cainta,6,FLU,12.8,0.1,0.0,12.7,2,3,50
10/03/2026,Cainta,6,AMOXICILLIN 500MG,1747.0,2.0,0.0,1745.0,2,2,140
10/03/2026,Cainta,6,CEFALEXIN 500 MG,5279.2,1.2,0.0,5278.0,3,3,100
10/03/2026,Cainta,6,MEFENAMIC 500 MG,3540.3,1.1,0.0,3539.2,2,2,120
10/03/2026,Cainta,6,INSULIN,1076.7,2.0,0.0,1074.7,2,2,150
10/03/2026,Cainta,6,1CC/3CC,1596.9,0.6,125.8,1722.1,3,3,50
10/03/2026,Cainta,6,5CC/10CC,2282.0,0.6,0.0,2281.4,2,2,50
10/03/2026,Cainta,6,CETIRIZINE,3655.9,1.1,0.0,3654.8,2,2,100
10/03/2026,Cainta,6,G23,1138.6,0.3,0.0,1138.3,3,3,50
10/03/2026,Cainta,6,G27,1195.1,0.3,0.0,1194.8,2,2,50
10/03/2026,Cainta,6,GAUZE PAD,211.1,0.6,0.0,210.5,4,5,50
10/03/2026,Cainta,6,COTTON BALLS,2782.3,2.1,144.6,2924.8,4,4,240
10/03/2026,Cainta,6,BETADINE,4.0,0.0,0.0,4.0,3,3,50
10/03/2026,Cainta,6,ALCOHOL,19.1,0.0,0.0,19.1,4,5,50
10/03/2026,Cainta,6,FACEMASK,639.7,1.2,0.0,638.5,4,5,100
10/03/2026,Cainta,6,GLOVES,1407.9,1.3,0.0,1406.6,2,2,100
10/03/2026,Cainta,6,MICROPRE,127.4,0.3,0.0,127.1,3,4,50
10/03/2026,Cainta,6,STERILE WATER,73.2,0.2,0.0,73.0,2,2,50
10/03/2026,Cainta,6,REF THERMOMETER,14.0,0.1,0.0,13.9,3,4,50
10/03/2026,Cainta,6,ACRYLIC CONTAINERS,61.6,0.1,0.0,61.5,3,3,50
10/03/2026,Cainta,6,COOLER,14.9,0.0,0.0,14.9,2,3,50
10/03/2026,Cainta,6,KIDNEY BASIN,44.7,0.1,0.0,44.6,2,3,50
10/03/2026,Cainta,6,WEIGHING SCALE,5.5,0.0,0.0,5.5,4,5,50
10/03/2026,Cainta,6,FORCEPS,3.8,0.1,0.0,3.7,2,3,50
10/03/2026,Cainta,6,BETADINE CONTAINER,8.5,0.1,0.0,8.4,2,2,50
10/03/2026,Cainta,6,ALCOHOL PUMP CONTAINER,2.9,0.1,0.0,2.8,2,2,50
11/03/2026,Cainta,24,SPEEDA,1641.4,3.1,0.0,1638.3,11,10,70
11/03/2026,Cainta,24,ABHAYRAB,274.6,1.1,0.0,273.5,14,14,50
11/03/2026,Cainta,24,VAXIRAB,142.8,1.2,0.0,141.6,13,14,50
11/03/2026,Cainta,24,CHIRORAB,6.1,1.2,0.0,4.9,10,12,50
11/03/2026,Cainta,24,ERIG,17.8,1.0,0.0,16.8,8,10,50
11/03/2026,Cainta,24,HRIG,19.8,0.5,0.0,19.3,6,8,50
11/03/2026,Cainta,24,"ATS 1,500 ""IU""",54.4,0.5,0.0,53.9,10,11,50
11/03/2026,Cainta,24,"ATS 3000 ""IU""",118.7,0.5,0.0,118.2,14,19,50
11/03/2026,Cainta,24,"ATS 5,000 ""IU""",33.5,0.5,0.0,33.0,13,17,50
11/03/2026,Cainta,24,HTIG,14.4,0.2,0.0,14.2,10,13,50
11/03/2026,Cainta,24,TOXOID BETT,2250.3,2.5,0.0,2247.8,12,11,50
11/03/2026,Cainta,24,TOXOID ABHAYTOX,207.2,0.5,0.0,206.7,10,11,50
11/03/2026,Cainta,24,PPD,26.7,0.1,0.0,26.6,12,15,50
11/03/2026,Cainta,24,HEPA B,27.5,0.5,0.0,27.0,11,15,50
11/03/2026,Cainta,24,HEPA BIG,10.7,0.5,0.0,10.2,13,10,50
11/03/2026,Cainta,24,FLU,12.7,0.2,0.0,12.5,11,11,50
11/03/2026,Cainta,24,AMOXICILLIN 500MG,1745.0,6.4,0.0,1738.6,15,15,140
11/03/2026,Cainta,24,CEFALEXIN 500 MG,5278.0,4.9,0.0,5273.1,10,10,100
11/03/2026,Cainta,24,MEFENAMIC 500 MG,3539.2,5.8,0.0,3533.4,6,8,120
11/03/2026,Cainta,24,INSULIN,1074.7,8.8,0.0,1065.9,8,7,150
11/03/2026,Cainta,24,1CC/3CC,1722.1,2.3,0.0,1719.8,11,11,50
11/03/2026,Cainta,24,5CC/10CC,2281.4,2.5,0.0,2278.9,11,13,50
11/03/2026,Cainta,24,CETIRIZINE,3654.8,4.7,0.0,3650.1,11,11,100
11/03/2026,Cainta,24,G23,1138.3,1.2,0.0,1137.1,13,12,50
11/03/2026,Cainta,24,G27,1194.8,1.2,0.0,1193.6,9,10,50
11/03/2026,Cainta,24,GAUZE PAD,210.5,2.3,0.0,208.2,12,13,50
11/03/2026,Cainta,24,COTTON BALLS,2924.8,12.0,0.0,2912.8,13,18,240
11/03/2026,Cainta,24,BETADINE,4.0,0.1,0.0,3.9,10,12,50
11/03/2026,Cainta,24,ALCOHOL,19.1,0.1,0.0,19.0,10,14,50
11/03/2026,Cainta,24,FACEMASK,638.5,4.8,0.0,633.7,8,7,100
11/03/2026,Cainta,24,GLOVES,1406.6,5.2,129.7,1531.1,10,13,100
11/03/2026,Cainta,24,MICROPRE,127.1,1.2,0.0,125.9,14,16,50
11/03/2026,Cainta,24,STERILE WATER,73.0,0.7,0.0,72.3,15,18,50
11/03/2026,Cainta,24,REF THERMOMETER,13.9,0.2,0.0,13.7,12,13,50
11/03/2026,Cainta,24,ACRYLIC CONTAINERS,61.5,0.5,0.0,61.0,9,8,50
11/03/2026,Cainta,24,COOLER,14.9,0.1,0.0,14.8,13,11,50
11/03/2026,Cainta,24,KIDNEY BASIN,44.6,0.5,0.0,44.1,13,17,50
11/03/2026,Cainta,24,WEIGHING SCALE,5.5,0.1,0.0,5.4,9,12,50
11/03/2026,Cainta,24,FORCEPS,3.7,0.5,0.0,3.2,14,13,50
11/03/2026,Cainta,24,BETADINE CONTAINER,8.4,0.2,0.0,8.2,7,8,50
11/03/2026,Cainta,24,ALCOHOL PUMP CONTAINER,2.8,0.2,0.0,2.6,6,7,50
12/03/2026,Cainta,91,SPEEDA,1638.3,15.2,0.0,1623.1,27,31,70
12/03/2026,Cainta,91,ABHAYRAB,273.5,4.5,0.0,269.0,28,28,50
12/03/2026,Cainta,91,VAXIRAB,141.6,4.4,0.0,137.2,55,73,50
12/03/2026,Cainta,91,CHIRORAB,4.9,4.6,0.0,0.3,38,45,50
12/03/2026,Cainta,91,ERIG,16.8,3.7,0.0,13.1,33,41,50
12/03/2026,Cainta,91,HRIG,19.3,1.8,0.0,17.5,38,45,50
12/03/2026,Cainta,91,"ATS 1,500 ""IU""",53.9,1.8,0.0,52.1,37,46,50
12/03/2026,Cainta,91,"ATS 3000 ""IU""",118.2,1.8,0.0,116.4,34,30,50
12/03/2026,Cainta,91,"ATS 5,000 ""IU""",33.0,1.8,0.0,31.2,28,38,50
12/03/2026,Cainta,91,HTIG,14.2,0.9,0.0,13.3,47,46,50
12/03/2026,Cainta,91,TOXOID BETT,2247.8,8.8,64.7,2303.7,28,36,50
12/03/2026,Cainta,91,TOXOID ABHAYTOX,206.7,1.8,0.0,204.9,51,68,50
12/03/2026,Cainta,91,PPD,26.6,0.4,0.0,26.2,30,36,50
12/03/2026,Cainta,91,HEPA B,27.0,1.9,0.0,25.1,49,57,50
12/03/2026,Cainta,91,HEPA BIG,10.2,1.8,0.0,8.4,52,45,50
12/03/2026,Cainta,91,FLU,12.5,0.9,0.0,11.6,27,29,50
12/03/2026,Cainta,91,AMOXICILLIN 500MG,1738.6,32.6,136.8,1842.8,26,30,140
12/03/2026,Cainta,91,CEFALEXIN 500 MG,5273.1,23.0,0.0,5250.1,57,48,100
12/03/2026,Cainta,91,MEFENAMIC 500 MG,3533.4,25.3,0.0,3508.1,40,35,120
12/03/2026,Cainta,91,INSULIN,1065.9,31.5,0.0,1034.4,46,64,150
12/03/2026,Cainta,91,1CC/3CC,1719.8,9.2,0.0,1710.6,24,24,50
12/03/2026,Cainta,91,5CC/10CC,2278.9,9.0,0.0,2269.9,33,33,50
12/03/2026,Cainta,91,CETIRIZINE,3650.1,17.4,0.0,3632.7,41,39,100
12/03/2026,Cainta,91,G23,1137.1,4.4,0.0,1132.7,55,65,50
12/03/2026,Cainta,91,G27,1193.6,4.5,0.0,1189.1,33,36,50
12/03/2026,Cainta,91,GAUZE PAD,208.2,8.5,36.3,236.0,51,65,50
12/03/2026,Cainta,91,COTTON BALLS,2912.8,44.8,0.0,2868.0,47,52,240
12/03/2026,Cainta,91,BETADINE,3.9,0.5,0.0,3.4,27,22,50
12/03/2026,Cainta,91,ALCOHOL,19.0,0.5,0.0,18.5,33,36,50
12/03/2026,Cainta,91,FACEMASK,633.7,18.1,0.0,615.6,31,26,100
12/03/2026,Cainta,91,GLOVES,1531.1,18.5,0.0,1512.6,39,51,100
12/03/2026,Cainta,91,MICROPRE,125.9,4.5,0.0,121.4,46,40,50
12/03/2026,Cainta,91,STERILE WATER,72.3,2.9,0.0,69.4,39,36,50
12/03/2026,Cainta,91,REF THERMOMETER,13.7,0.9,0.0,12.8,32,34,50
12/03/2026,Cainta,91,ACRYLIC CONTAINERS,61.0,1.8,0.0,59.2,48,44,50
12/03/2026,Cainta,91,COOLER,14.8,0.5,0.0,14.3,44,49,50
12/03/2026,Cainta,91,KIDNEY BASIN,44.1,1.8,0.0,42.3,42,45,50
12/03/2026,Cainta,91,WEIGHING SCALE,5.4,0.5,0.0,4.9,43,59,50
12/03/2026,Cainta,91,FORCEPS,3.2,1.8,0.0,1.4,31,26,50
12/03/2026,Cainta,91,BETADINE CONTAINER,8.2,0.9,0.0,7.3,48,55,50
12/03/2026,Cainta,91,ALCOHOL PUMP CONTAINER,2.6,0.9,0.0,1.7,37,46,50
13/03/2026,Cainta,25,SPEEDA,1623.1,4.1,0.0,1619.0,10,9,70
13/03/2026,Cainta,25,ABHAYRAB,269.0,1.3,0.0,267.7,8,9,50
13/03/2026,Cainta,25,VAXIRAB,137.2,1.3,25.5,161.4,12,16,50
13/03/2026,Cainta,25,CHIRORAB,0.3,1.2,13.9,13.0,12,15,50
13/03/2026,Cainta,25,ERIG,13.1,1.0,0.0,12.1,10,14,50
13/03/2026,Cainta,25,HRIG,17.5,0.5,0.0,17.0,15,18,50
13/03/2026,Cainta,25,"ATS 1,500 ""IU""",52.1,0.5,0.0,51.6,15,16,50
13/03/2026,Cainta,25,"ATS 3000 ""IU""",116.4,0.5,0.0,115.9,7,9,50
13/03/2026,Cainta,25,"ATS 5,000 ""IU""",31.2,0.5,0.0,30.7,13,12,50
13/03/2026,Cainta,25,HTIG,13.3,0.3,0.0,13.0,10,12,50
13/03/2026,Cainta,25,TOXOID BETT,2303.7,2.6,123.8,2424.9,16,20,50
13/03/2026,Cainta,25,TOXOID ABHAYTOX,204.9,0.5,0.0,204.4,9,12,50
13/03/2026,Cainta,25,PPD,26.2,0.1,0.0,26.1,9,12,50
13/03/2026,Cainta,25,HEPA B,25.1,0.5,0.0,24.6,11,9,50
13/03/2026,Cainta,25,HEPA BIG,8.4,0.5,0.0,7.9,9,11,50
13/03/2026,Cainta,25,FLU,11.6,0.2,0.0,11.4,13,12,50
13/03/2026,Cainta,25,AMOXICILLIN 500MG,1842.8,7.5,0.0,1835.3,11,14,140
13/03/2026,Cainta,25,CEFALEXIN 500 MG,5250.1,4.2,121.9,5367.8,8,10,100
13/03/2026,Cainta,25,MEFENAMIC 500 MG,3508.1,5.5,0.0,3502.6,11,10,120
13/03/2026,Cainta,25,INSULIN,1034.4,8.3,0.0,1026.1,15,19,150
13/03/2026,Cainta,25,1CC/3CC,1710.6,2.6,0.0,1708.0,14,15,50
13/03/2026,Cainta,25,5CC/10CC,2269.9,2.5,0.0,2267.4,11,12,50
